#;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;ｧW = white text;;;;;;;;;;X
##;ｧY = orange text;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
#LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
##;;;;;;;;;;;X
EVT_132939_ACTA;海南島鉄鉱石の増産は国策である。更なる開発を推進しよう;;;;;;;;;;X
EVT_132939_ACTB;人的資源と戦略物資をこれ以上つぎ込む必要はない;;;;;;;;;;X
EVT_132940_NAME;海南島の開発が終了した;;;;;;;;;;X
EVT_132940_DESC;遂に海南島の港湾能力の拡充が終了した。これで適正な輸送力を保てれば我が国の鉄鋼事情はかなり改善されるであろう。;;;;;;;;;;X
EVT_132940_ACTA;素晴らしい！　投資した甲斐があった;;;;;;;;;;X
EVT_132941_NAME;海南島の開発;;;;;;;;;;X
EVT_132941_DESC;広東省政府主席より、海南島から大規模な鉱脈が発見されたという報告が上がってきている。報告によると、かなり良質の鉱脈のようであるが、鉱脈は開発がまったく及んでいない奥地に存在しているという。採算ベースに乗るほどの開発を行うには多大な資金と物資、人員が必要になるのは確実である。しかし、国内資源地の開発は、長期的に見れば国にとって大きな利益となるであろう。;;;;;;;;;;X
EVT_132941_ACTA;開発を開始せよ！;;;;;;;;;;X
EVT_132941_ACTB;開発は不要だ;;;;;;;;;;X
EVT_132942_NAME;海南島の開発;;;;;;;;;;X
EVT_132942_DESC;広東省政府主席より、海南島から大規模な鉱脈が発見されたという報告が上がってきている。報告によると、かなり良質の鉱脈のようであるが、鉱脈は開発がまったく及んでいない奥地に存在しているという。採算ベースに乗るほどの開発を行うには多大な資金と物資、人員が必要になるのは確実である。しかし、国内資源地の開発は、長期的に見れば国にとって大きな利益となるであろう。;;;;;;;;;;X
EVT_132942_ACTA;開発を開始せよ！;;;;;;;;;;X
EVT_132942_ACTB;開発は不要だ;;;;;;;;;;X
EVT_132943_NAME;海南島の開発;;;;;;;;;;X
EVT_132943_DESC;広東省政府主席より、海南島から大規模な鉱脈が発見されたという報告が上がってきている。報告によると、かなり良質の鉱脈のようであるが、鉱脈は開発がまったく及んでいない奥地に存在しているという。採算ベースに乗るほどの開発を行うには多大な資金と物資、人員が必要になるのは確実である。しかし、国内資源地の開発は、長期的に見れば国にとって大きな利益となるであろう。;;;;;;;;;;X
EVT_132943_ACTA;開発を開始せよ！;;;;;;;;;;X
EVT_132943_ACTB;開発は不要だ;;;;;;;;;;X
EVT_132944_NAME;ミナス・ドリー油田群の開発;;;;;;;;;;X
EVT_132944_DESC;昭和18年、中央より航空潤滑油の緊急増産要求を受けて南方燃料廠は新規油田の開発調査を開始した。NPPM社が試掘していた資料を含め、既開発油田の詳細な資料を把握していたお陰もあって、ドリー及びミナスに有望な開発地を見出すことに成功した。ゼロから油田設備を設置するとなると通常は試掘から生産開始まで3～5年かかるといわれるが、本油田群に関しては完工予定が昭和20年8月16日と調査後2年とされており、驚異的な速さで建設が進められたことが良くわかる。結局油田の稼動は日本の敗戦により行われなかったが、戦後の開発により1954年に生産が開始された。;;;;;;;;;;X
EVT_132944_ACTA;開発に着手しよう;;;;;;;;;;X
EVT_132944_ACTB;開発の必要はない;;;;;;;;;;X
EVT_132945_NAME;ミナス・ドリー油田群の稼動;;;;;;;;;;X
EVT_132945_DESC;ミナス・ドリー油田群は予定通りに開発が終了した。これにより我が国の石油事情は更なる充実を見せるであろう;;;;;;;;;;X
EVT_132945_ACTA;素晴らしい！;;;;;;;;;;X
EVT_132946_NAME;ミナス・ドリー油田群の稼動;;;;;;;;;;X
EVT_132946_DESC;戦前から試掘され、存在が確認されていたミナス・ドリー油田群が遂に稼動を開始した。これにより我が国の石油事情は更なる充実を見せるであろう。;;;;;;;;;;X
EVT_132946_ACTA;素晴らしい！;;;;;;;;;;X
EVT_132947_NAME;ミナス・ドリー油田群の開発;;;;;;;;;;X
EVT_132947_DESC;昭和18年、日本より航空潤滑油の緊急増産要請を受けたインドネシア政府は、陸軍南方燃料廠の協力の下新規油田の開発調査を開始した。NPPM社が試掘していた資料を含め、既開発油田の詳細な資料を把握していたお陰もあって、ドリー及びミナスに有望な開発地を見出すことに成功した。ゼロから油田設備を設置するとなると通常は試掘から生産開始まで3～5年かかるといわれるが、本油田群に関しては完工予定が昭和20年8月16日と調査後2年とされており、驚異的な速さで建設が進められたことが良くわかる。結局油田の稼動は日本の敗戦により行われなかったが、戦後の開発により1954年に生産が開始された。;;;;;;;;;;X
EVT_132947_ACTA;開発に着手しよう;;;;;;;;;;X
EVT_132947_ACTB;開発の必要はない;;;;;;;;;;X
EVT_132948_NAME;ミナス・ドリー油田群の稼動;;;;;;;;;;X
EVT_132948_DESC;ミナス・ドリー油田群は予定通りに開発が終了した。これにより我が国の石油事情は更なる充実を見せるであろう。;;;;;;;;;;X
EVT_132948_ACTA;素晴らしい！;;;;;;;;;;X
EVT_132950_NAME;巨大な銅鉱脈の開発;;;;;;;;;;X
EVT_132950_DESC;コンゴ南端部に銅鉱脈が発見された。この鉱脈を開発すれば、我が国の経済に貢献するだろう。;;;;;;;;;;X
EVT_132950_ACTA;開発を開始する;;;;;;;;;;X
EVT_132950_ACTB;そんな余裕はない;;;;;;;;;;X
EVT_132951_NAME;カッパーベルトの開発開始;;;;;;;;;;X
EVT_132951_DESC;コンゴ南端部の銅鉱脈の開発が開始した。鉱脈は事前の予想を遥かに超える巨大なものであった。誰ともなくこの鉱脈地帯のことを「カッパー(銅)ベルト」と呼ぶことが定着しつつある。;;;;;;;;;;X
EVT_132951_ACTA;OK;;;;;;;;;;X
EVT_132952_NAME;カッパーベルト開発の拡大;;;;;;;;;;X
EVT_132952_DESC;かねてから開発が進んでいたカッパーベルトだが、周辺部でさらなる銅鉱脈や金鉱、錫鉱、さらにはダイヤ鉱山が発見された。これらの鉱脈を開発することで、我が国の資源収入はますます強化されるだろう。;;;;;;;;;;X
EVT_132952_ACTA;開発を開始する;;;;;;;;;;X
EVT_132952_ACTB;そんな余裕はない;;;;;;;;;;X
EVT_132953_NAME;カッパーベルト開発の拡大;;;;;;;;;;X
EVT_132953_DESC;カッパーベルトの鉱物生産はますます拡大し、我が国の経済の主要部を担うまでになっている。;;;;;;;;;;X
EVT_132953_ACTA;OK;;;;;;;;;;X
EVT_132954_NAME;リビア油田の発見;;;;;;;;;;X
EVT_132954_DESC;リビア東部キレナイカ地方に、いくつかの油田が発見された。これらの油田の調査・開発を進めるべきかを検討しなければならない。;;;;;;;;;;X
EVT_132954_ACTA;開発を開始する;;;;;;;;;;X
EVT_132954_ACTB;そんな余裕はない;;;;;;;;;;X
EVT_132955_NAME;リビア油田の発見;;;;;;;;;;X
EVT_132955_DESC;リビア東部キレナイカ地方で発見された油田の調査開発が開始された。部分的に油田の稼働も始まっている。;;;;;;;;;;X
EVT_132955_ACTA;OK;;;;;;;;;;X
EVT_132956_NAME;リビア油田の拡張;;;;;;;;;;X
EVT_132956_DESC;かねてから開発が進んでいたリビアの油田群だが、有力ないくつかの油田がさらに発見されたことで、ますます期待が高まっている。開発を行えばリビアは世界でも屈指の産油地帯となるだろう。;;;;;;;;;;X
EVT_132956_ACTA;油田を拡張する;;;;;;;;;;X
EVT_132956_ACTB;開発を中止する;;;;;;;;;;X
EVT_132957_NAME;リビア油田の拡張;;;;;;;;;;X
EVT_132957_DESC;リビア油田の原油生産が本格的に開始された。;;;;;;;;;;X
EVT_132957_ACTA;OK;;;;;;;;;;X
EVT_132958_NAME;ボールダーダム;;;;;;;;;;X
EVT_132958_DESC;1936年9月30日、1931年から工事が始まっていた巨大ダムが完成した。砂漠に湖をと言う掛け声から、フーバー大統領（1929～1933）がコロラド川の山岳・砂漠境界地帯（ブラック峡谷）に建設を許可したもので、工費は4900万ドルに上った。完成したダムは高さ221m、長さ379mというもので、ダムの完成よって出現した湖はミード湖と呼ばれた。ダムの貯水量は約400億トンで、200万キロワットにも及ぶ発電量を誇った。ダムはボールダーダムと名づけられたが、その後建設にゴーサインを出したフーバー大統領にちなんで「フーバーダム」と改名された。;;;;;;;;;;X
EVT_132959_NAME;玉門油田の発見;;;;;;;;;;X
EVT_132959_DESC;1938年、国民党政府経済部長兼資源部長の翁文ｼ顥 (ウォン・ウェンハオ)の監督により甘肅油田準備局が設立され、油田への投資として230万銀元（米ドルでおおよそ68.4万ドル）が投じられた。投資により稼働した油井からは、1939年には438トンの原油を算出するようになった。;;;;;;;;;;X
EVT_132959_ACTA;よろしい;;;;;;;;;;X
EVT_132960_NAME;玉門油田の拡大;;;;;;;;;;X
EVT_132960_DESC;長く続く戦乱のために玉門油田の開発は遅々として進まなかった。それでも状況に一段落がつきつつある今、玉門油田は更なる拡大を見せようとしている。ここ10年まで玉門油田からは52万トンの原油が算出され、これは全中国の原油産出量の実に95％にあたる量である。;;;;;;;;;;X
EVT_132960_ACTA;設備を近代化し、更に増産を進めよ;;;;;;;;;;X
EVT_132961_NAME;大慶油田の発見;;;;;;;;;;X
EVT_132961_DESC;技術の進歩により我が国でも大規模な資源探索が可能になり、本日遂に松遼盆地にて油田が発見された。埋蔵量160億バレルと推定されるこの「大慶油田」は、我が国を石油輸入国ではなく、輸出国へと変えることであろう！;;;;;;;;;;X
EVT_132961_ACTA;OK;;;;;;;;;;X
EVT_132962_NAME;マッツェン油田の発見;;;;;;;;;;X
EVT_132962_DESC;1949年、ウィーン盆地にて油田が発見された。このマッツェン油田はオーストリア最大にして中欧石油最大手であるOMVにより発見された。マッツェン油田には5億1千万バレルが埋蔵されていると確認されている。;;;;;;;;;;X
EVT_133004_NAME;武器貸与の終了;;;;;;;;;;x;
EVT_133004_DESC;戦争の終結、あるいは外交関係の変化に伴い、レンドリースが打ち切られることが決定した。史実の第二次世界大戦において、枢軸国に対して戦った各国は戦争に本質的ではない物資の生産をかなり削減し、兵器の生産に集中した。これは必然的に軍および軍需・産業経済の一部にとって必要とされる関連した製品の不足を招いた。例えば、ソ連は鉄道輸送に強く依存していたが、兵器生産に必死であったため戦争の全期間を通じてたったの92両の機関車しか生産できなかった。この点で、アメリカの支援した1,981両の機関車の意味が理解できる。同様に、ソビエト空軍は18,700機の航空機を受け取り、これはソビエトの航空機生産の14パーセント、軍用機の19パーセントを占めた。このように対枢軸交戦国の経済を支えたレンドリースが失われることで、経済に多大な影響があるのは間違いないだろう。;;;;;;;;;;x;
EVT_133015_NAME;マイルポスト合意;;;;;;;;;;x;
EVT_133015_DESC;ソビエト連邦に対するレンドリースは公式にはドイツ降伏数日後の1945年5月12日に終了するとされていたが、実際の所、ソ連への援助はそれ以降も続けられていた。ソ連が日本に対し宣戦布告する見込みがあったためである。非公式の支援を続けるこの「マイルポスト」合意により、本来独ソ戦終了で終わるはずのレンドリースは日本降伏後の9月2日まで続けられていた。;;;;;;;;;;x;
EVT_133015_ACTA;アメリカに合意の締結を求める;;;;;;;;;;x;
EVT_133016_ACTA;合意;;;;;;;;;;x;
EVT_133016_ACTB;ドイツの降伏が確認できたなら、レンドリースは終わりだ;;;;;;;;;;x;
EVT_133030_NAME;イタリアへの武器貸与;;;;;;;;;;x;
EVT_133040_NAME;フランスへの武器貸与;;;;;;;;;;x;
EVT_133050_NAME;日本への武器貸与;;;;;;;;;;x;
EVT_133060_NAME;輸送船団の不足（アメリカ）;;;;;;;;;;x;
EVT_133060_DESC;閣下、我々には今や十分な輸送船が存在せず、自らの力でレンドリース品目を同盟国に提供することが出来ません。受取国側も船団を十分に保有していない場合、今や我々はレンドリースを一時停止せねばなりません。;;;;;;;;;;x;
EVT_133060_ACTA;早急に対策を取らねばなるまい……。;;;;;;;;;;x;
EVT_133061_NAME;船団不足状況の改善;;;;;;;;;;x;
EVT_133061_DESC;閣下、我々は今や十分な数の輸送船団を持つ状態になりました。我々はこれより先不足なく同盟国に軍需物資を提供することが出来る様になるでしょう。;;;;;;;;;;x;
EVT_133061_ACTA;支援を再開せよ;;;;;;;;;;x;
EVT_133060_NAME;輸送船団の不足（アメリカ）;;;;;;;;;;x;
EVT_133060_DESC;閣下、我々には今や十分な輸送船が存在せず、自らの力でレンドリース品目を同盟国に提供することが出来ません。受取国側も船団を十分に保有していない場合、今や我々はレンドリースを一時停止せねばなりません。;;;;;;;;;;x;
EVT_133060_ACTA;早急に対策を取らねばなるまい……。;;;;;;;;;;x;
EVT_133070_NAME;輸送船団の不足（イギリス）;;;;;;;;;;x;
EVT_133070_DESC;閣下、我々には今や十分な輸送船が存在せず、自らの力でレンドリース品目を受け取ることが出来ません。アメリカ合衆国側も船団を十分に保有していないため、今や我々はレンドリースを一時失ったまま戦闘を続行せねばなりません。;;;;;;;;;;x;
EVT_133070_ACTA;早急に対策を取らねばなるまい……。;;;;;;;;;;x;
EVT_133071_NAME;船団不足状態の改善（イギリス）;;;;;;;;;;x;
EVT_133071_DESC;レンドリースを巡る状況は変わり、少なくとも我々は今やレンドリースを受け取る船がない状態からは脱しました。;;;;;;;;;;x;
EVT_133072_NAME;レンドリースの一時中断（ソビエト連邦）;;;;;;;;;;x;
EVT_133072_DESC;閣下、我々には今や十分な輸送船もしくは航路が存在せず、自らの力でレンドリース品目を受け取ることが出来ません。アメリカ合衆国側も今すぐにこの状況を打開する手段を持たないため、今や我々はレンドリースを一時失ったまま戦闘を続行せねばなりません。;;;;;;;;;;x;
EVT_133072_ACTA;早急に対策を取らねばなるまい……。;;;;;;;;;;x;
EVT_133073_NAME;レンドリースの再開（ソビエト連邦）;;;;;;;;;;x;
EVT_133073_DESC;レンドリースを巡る状況は変わり、少なくとも我々は今やレンドリースを受け取る船がない状態からは脱しました。;;;;;;;;;;x;
EVT_133074_NAME;輸送船団の不足（中華民国）;;;;;;;;;;x;
EVT_133074_DESC;閣下、我々には今や十分な輸送船が存在せず、自らの力でレンドリース品目を受け取ることが出来ません。アメリカ合衆国側も船団を十分に保有していないため、今や我々はレンドリースを一時失ったまま戦闘を続行せねばなりません。;;;;;;;;;;x;
EVT_133074_ACTA;早急に対策を取らねばなるまい……。;;;;;;;;;;x;
EVT_133075_NAME;船団不足状態の改善（中華民国）;;;;;;;;;;x;
EVT_133075_DESC;レンドリースを巡る状況は変わり、少なくとも我々は今やレンドリースを受け取る船がない状態からは脱しました。;;;;;;;;;;x;
EVT_133076_NAME;輸送船団の不足（イタリア）;;;;;;;;;;x;
EVT_133076_DESC;閣下、我々には今や十分な輸送船が存在せず、自らの力でレンドリース品目を受け取ることが出来ません。アメリカ合衆国側も船団を十分に保有していないため、今や我々はレンドリースを一時失ったまま戦闘を続行せねばなりません。;;;;;;;;;;x;
EVT_133076_ACTA;早急に対策を取らねばなるまい……。;;;;;;;;;;x;
EVT_133077_NAME;船団不足状態の改善（イタリア）;;;;;;;;;;x;
EVT_133077_DESC;レンドリースを巡る状況は変わり、少なくとも我々は今やレンドリースを受け取る船がない状態からは脱しました。;;;;;;;;;;x;
EVT_133078_NAME;輸送船団の不足（フランス）;;;;;;;;;;x;
EVT_133078_DESC;閣下、我々には今や十分な輸送船が存在せず、自らの力でレンドリース品目を受け取ることが出来ません。アメリカ合衆国側も船団を十分に保有していないため、今や我々はレンドリースを一時失ったまま戦闘を続行せねばなりません。;;;;;;;;;;x;
EVT_133078_ACTA;早急に対策を取らねばなるまい……。;;;;;;;;;;x;
EVT_133079_NAME;船団不足状態の改善（フランス）;;;;;;;;;;x;
EVT_133079_DESC;レンドリースを巡る状況は変わり、少なくとも我々は今やレンドリースを受け取る船がない状態からは脱しました。;;;;;;;;;;x;
EVT_133080_NAME;輸送船団の不足（日本）;;;;;;;;;;x;
EVT_133080_DESC;閣下、我々には今や十分な輸送船が存在せず、自らの力でレンドリース品目を受け取ることが出来ません。アメリカ合衆国側も船団を十分に保有していないため、今や我々はレンドリースを一時失ったまま戦闘を続行せねばなりません。;;;;;;;;;;x;
EVT_133080_ACTA;早急に対策を取らねばなるまい……。;;;;;;;;;;x;
EVT_133081_NAME;船団不足状態の改善（日本）;;;;;;;;;;x;
EVT_133081_DESC;レンドリースを巡る状況は変わり、少なくとも我々は今やレンドリースを受け取る船がない状態からは脱しました。;;;;;;;;;;x;
EVT_133100_NAME;赤軍のワルシャワ占領;;;;;;;;;;X
EVT_133100_DESC;ワルシャワを占領しました！;;;;;;;;;;X
EVT_133100_ACTA;OK;;;;;;;;;;X
EVT_133101_NAME;ソ連のポーランド支配;;;;;;;;;;X
EVT_133101_DESC;ワルシャワに傀儡政府を設立した。;;;;;;;;;;X
EVT_133101_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133101_ACTB;ポーランド人に自由を与えてやろう;;;;;;;;;;X
EVT_133101_ACTC;併合してしまえ！;;;;;;;;;;X
EVT_133102_NAME;赤軍のプラハ占領;;;;;;;;;;X
EVT_133102_DESC;プラハを占領しました！;;;;;;;;;;X
EVT_133102_ACTA;OK;;;;;;;;;;X
EVT_133103_NAME;ソ連のチェコスロヴァキア支配;;;;;;;;;;X
EVT_133103_DESC;プラハに傀儡政府を設立した。;;;;;;;;;;X
EVT_133103_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133103_ACTB;チェック人に自由を与えてやろう;;;;;;;;;;X
EVT_133103_ACTC;併合してしまえ！;;;;;;;;;;X
EVT_133104_NAME;赤軍のブダペスト占領;;;;;;;;;;X
EVT_133104_DESC;ブダペストを占領しました！;;;;;;;;;;X
EVT_133104_ACTA;OK;;;;;;;;;;X
EVT_133105_NAME;ソ連のハンガリー支配;;;;;;;;;;X
EVT_133105_DESC;ブダペストに傀儡政府を設立した。;;;;;;;;;;X
EVT_133105_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133105_ACTB;マジャール人に自由を与えてやろう;;;;;;;;;;X
EVT_133105_ACTC;併合してしまえ！;;;;;;;;;;X
EVT_133106_NAME;赤軍のブカレスト占領;;;;;;;;;;X
EVT_133106_DESC;ブカレストを占領しました！;;;;;;;;;;X
EVT_133106_ACTA;OK;;;;;;;;;;X
EVT_133107_NAME;ソ連のルーマニア支配;;;;;;;;;;X
EVT_133107_DESC;ブカレストに傀儡政府を設立した。;;;;;;;;;;X
EVT_133107_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133107_ACTB;ルーマニア人に自由を与えてやろう;;;;;;;;;;X
EVT_133107_ACTC;併合してしまえ！;;;;;;;;;;X
EVT_133108_NAME;赤軍のソフィア占領;;;;;;;;;;X
EVT_133108_DESC;ソフィアを占領しました！;;;;;;;;;;X
EVT_133108_ACTA;OK;;;;;;;;;;X
EVT_133109_NAME;ソ連のブルガリア支配;;;;;;;;;;X
EVT_133109_DESC;ソフィアに傀儡政府を設立した。;;;;;;;;;;X
EVT_133109_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133109_ACTB;ブルガリア人に自由を与えてやろう;;;;;;;;;;X
EVT_133109_ACTC;併合してしまえ！;;;;;;;;;;X
EVT_133110_NAME;赤軍のオスロ占領;;;;;;;;;;X
EVT_133110_DESC;オスロを占領しました！;;;;;;;;;;X
EVT_133110_ACTA;OK;;;;;;;;;;X
EVT_133111_NAME;ソ連のノルウェー支配;;;;;;;;;;X
EVT_133111_DESC;オスロに傀儡政府を設立した。;;;;;;;;;;X
EVT_133111_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133111_ACTB;ノルウェー人に自由を与えてやろう;;;;;;;;;;X
EVT_133111_ACTC;併合してしまえ！;;;;;;;;;;X
EVT_133112_NAME;赤軍のストックホルム占領;;;;;;;;;;X
EVT_133112_DESC;ストックホルムを占領しました！;;;;;;;;;;X
EVT_133112_ACTA;OK;;;;;;;;;;X
EVT_133113_NAME;ソ連のスウェーデン支配;;;;;;;;;;X
EVT_133113_DESC;ストックホルムに傀儡政府を設立した。;;;;;;;;;;X
EVT_133113_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133113_ACTB;スウェーデン人に自由を与えてやろう;;;;;;;;;;X
EVT_133113_ACTC;併合してしまえ！;;;;;;;;;;X
EVT_133114_NAME;赤軍のコペンハーゲン占領;;;;;;;;;;X
EVT_133114_DESC;コペンハーゲンを占領しました！;;;;;;;;;;X
EVT_133114_ACTA;OK;;;;;;;;;;X
EVT_133115_NAME;ソ連のデンマーク支配;;;;;;;;;;X
EVT_133115_DESC;コペンハーゲンに傀儡政府を設立した。;;;;;;;;;;X
EVT_133115_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133115_ACTB;デンマーク人に自由を与えてやろう;;;;;;;;;;X
EVT_133115_ACTC;併合してしまえ！;;;;;;;;;;X
EVT_133116_NAME;赤軍のウィーン占領;;;;;;;;;;X
EVT_133116_DESC;ウィーンを占領しました！;;;;;;;;;;X
EVT_133116_ACTA;OK;;;;;;;;;;X
EVT_133117_NAME;ソ連のオーストリア支配;;;;;;;;;;X
EVT_133117_DESC;ウィーンに傀儡政府を設立した。;;;;;;;;;;X
EVT_133117_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133117_ACTB;オーストリア人に自由を与えてやろう;;;;;;;;;;X
EVT_133117_ACTC;併合してしまえ！;;;;;;;;;;X
EVT_133118_NAME;赤軍のアテネ占領;;;;;;;;;;X
EVT_133118_DESC;アテネを占領しました！;;;;;;;;;;X
EVT_133118_ACTA;OK;;;;;;;;;;X
EVT_133119_NAME;ソ連のギリシア支配;;;;;;;;;;X
EVT_133119_DESC;アテネに傀儡政府を設立した。;;;;;;;;;;X
EVT_133119_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133119_ACTB;ギリシア人に自由を与えてやろう;;;;;;;;;;X
EVT_133119_ACTC;併合してしまえ！;;;;;;;;;;X
EVT_133120_NAME;赤軍のブリュッセル占領;;;;;;;;;;X
EVT_133120_DESC;ブリュッセルを占領しました！;;;;;;;;;;X
EVT_133120_ACTA;OK;;;;;;;;;;X
EVT_133121_NAME;ソ連のベルギー支配;;;;;;;;;;X
EVT_133121_DESC;ブリュッセルに傀儡政府を設立した。;;;;;;;;;;X
EVT_133121_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133121_ACTB;ベルギー人に自由を与えてやろう;;;;;;;;;;X
EVT_133122_NAME;赤軍のアムステルダム占領;;;;;;;;;;X
EVT_133122_DESC;アムステルダムを占領しました！;;;;;;;;;;X
EVT_133122_ACTA;OK;;;;;;;;;;X
EVT_133123_NAME;ソ連のオランダ支配;;;;;;;;;;X
EVT_133123_DESC;アムステルダムに傀儡政府を設立した。;;;;;;;;;;X
EVT_133123_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133123_ACTB;オランダ人に自由を与えてやろう;;;;;;;;;;X
EVT_133124_NAME;赤軍のルクセンブルク占領;;;;;;;;;;X
EVT_133124_DESC;ルクセンブルクを占領しました！;;;;;;;;;;X
EVT_133124_ACTA;OK;;;;;;;;;;X
EVT_133125_NAME;ソ連のルクセンブルク支配;;;;;;;;;;X
EVT_133125_DESC;ルクセンブルクに傀儡政府を設立した。;;;;;;;;;;X
EVT_133125_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133125_ACTB;ルクセン……現地の人々に自由を与えてやろう;;;;;;;;;;X
EVT_133125_ACTC;併合してしまえ！;;;;;;;;;;X
EVT_133126_NAME;赤軍のパリ占領;;;;;;;;;;X
EVT_133126_DESC;パリを占領しました！;;;;;;;;;;X
EVT_133126_ACTA;OK;;;;;;;;;;X
EVT_133127_NAME;ソ連のフランス支配;;;;;;;;;;X
EVT_133127_DESC;パリに傀儡政府を設立した。;;;;;;;;;;X
EVT_133127_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133127_ACTB;彼らはもうすでに共産主義者だ。独力でやっていけるだろう！;;;;;;;;;;X
EVT_133130_NAME;赤軍のベオグラード占領;;;;;;;;;;X
EVT_133130_DESC;ベオグラードを占領しました！;;;;;;;;;;X
EVT_133130_ACTA;OK;;;;;;;;;;X
EVT_133131_NAME;ソ連のユーゴスラヴィア支配;;;;;;;;;;X
EVT_133131_DESC;ベオグラードに傀儡政府を設立した。;;;;;;;;;;X
EVT_133131_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133131_ACTB;ユーゴスラヴィア人に自由を与えてやろう;;;;;;;;;;X
EVT_133131_ACTC;併合してしまえ！;;;;;;;;;;X
EVT_133132_NAME;赤軍のティラナ占領;;;;;;;;;;X
EVT_133132_DESC;ティラナを占領しました！;;;;;;;;;;X
EVT_133132_ACTA;OK;;;;;;;;;;X
EVT_133133_NAME;ソ連のアルバニア支配;;;;;;;;;;X
EVT_133133_DESC;ティラナに傀儡政府を設立した。;;;;;;;;;;X
EVT_133133_ACTA;傀儡国にしろ！;;;;;;;;;;X
EVT_133133_ACTB;アルバニア人に自由を与えてやろう;;;;;;;;;;X
EVT_133133_ACTC;併合してしまえ！;;;;;;;;;;X
EVT_133134_NAME;赤軍のマドリード占領;;;;;;;;;;X
EVT_133134_DESC;マドリードを占領しました！;;;;;;;;;;X
