##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;Err:510;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS:;;;;;;;;;;X
##;ｧA = 0,64,0;;;;;;;;;;X
##;ｧB = 0,0,192;;;;;;;;;;X
##;ｧC = 128,0,0;;;;;;;;;;X
##;ｧD = 255,255,0;;;;;;;;;;X
##;ｧE = 255,0,255;;;;;;;;;;X
##;ｧF = 255,128,0;;;;;;;;;;X
##;ｧG = 0,100,0;;;;;;;;;;X
##;ｧH = 128,128, 128;;;;;;;;;;X
##;ｧI = 0,0,255;;;;;;;;;;X
##;ｧJ = 0,192,0;;;;;;;;;;X
##;ｧM = 100,255,100;;;;;;;;;;X
##;ｧN = 255,100,100;;;;;;;;;;X
##;ｧR = 240,0,0;;;;;;;;;;X
##;ｧW = 255,255,255;;;;;;;;;;X
##;ｧY = 208,232,248;;;;;;;;;;X
##;ｧZ = 0,0,0;;;;;;;;;;X
##;ｧｧ - restores old color;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
# STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
# ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
ALLIANCE_ENTENTE;協商国;T. Entente;;;;;;;;;X
NPERSONALITY_SCHACHT;ライヒスバンク総裁;;;;;;;;;;X
DPERSONALITY_SCHACHT;『ホレス・グリーリー・ヒャルマル・シャハト』（1877年1月22日 - 1970年6月3日）は、ドイツの経済学者、政治家、銀行家です。彼の最も有名な功績といえば、ライヒ通貨委員としてのハイパーインフレーションの終息でしょう。第一次大戦後に政界入りした彼は、ヴェルサイユ条約の支払いのために凄まじいインフレを起こしていたマルクを一時的な通貨レンテンマルクに置換え、それを更にライヒスマルクへと置き換えることでこの問題に対処しました。この後ライヒスバンク総裁となった彼はナチ党に接近し、ドイツ国内の各企業とヒトラーとのパイプ役を果たし彼を首相へと押し上げました。そうしてヒトラー政権のもと軍事費の調達を命ぜられた彼はメフォ手形他様々の手形で資金を調達しましたが、ゲーリングとの経済分野での衝突が始まり、再びドイツ経済のインフレが始まる中でヒトラーとも衝突、1939年には経済相、ライヒスバンク総裁といった役職を失っていきました。;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
## Aditional_minister_personalities #############
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
NPERSONALITY_HOLY_KAISER;現代最初の騎士;The first knight of modern;;;;;;;;;x
DPERSONALITY_HOLY_KAISER;『オットー・ハプスブルク1世』（1912年11月20日 - 2011年7月4日）はかつての大国オーストリア・ハンガリー帝国の最後の皇太子です。彼は史実においてハプスブルク復辟を目論むも失敗に終わり、第二次世界大戦後にオーストリア政府を批判したことでかえって皇位継承者としての信用を失ってしまいました。しかし後に欧州議会議員として東西冷戦後の混乱収束に貢献、古きよき保守派であるとして一定以上の評価を受けています。;mods text!.;;;;;;;;;x
NPERSONALITY_KEMAL_ATATURKR;完全なる国父;Kemal Ataturkr;;;;;;;;;x
DPERSONALITY_KEMAL_ATATURKR;『ムスタファ・ケマル・アタテュルク』（1881年3月12日 - 1938年11月10日）はオスマン帝国の軍人にしてトルコ共和国初代大統領です。トルコ独立戦争とトルコ革命を僚友たちとともに指導したことで知られます。伊土戦争、バルカン戦争、第一次世界大戦と帝国のために奮戦し、また共和国の建国を成し遂げ「サカリヤ川の戦い」ではギリシャを退けた英雄です。改革への絶対的な主導権を行使しイスラム主義から大胆な欧化政策を成功させ国家を発展安定させたため、「正しい独裁者」と評されています。卓越した指導力によってトルコ国内で絶大な人気を誇りました。しかし、彼の死後ケマル人気は行き過ぎた個人崇拝に発展、原理主義的な「ケマル主義」としてトルコ国内に混乱を招きました。;mods text!.;;;;;;;;;x
NPERSONALITY_UNLUCKY_CEASELESS_KING;不運なる勤勉の王;Unlucky Ceaseless King;;;;;;;;;x
DPERSONALITY_UNLUCKY_CEASELESS_KING;『アルバート・フレデリック・アーサー・ジョージ6世』（1895年12月14日 - 1952年2月6日）はグレートブリテンおよび北アイルランド連合王国ならび海外自治領の王です。王室の権威、帝国の国力が低下しつつある中で前代の王である兄エドワード8世に代わりやむなく即位しました。第二次世界大戦では5年間に渡り国民の士気を支え続け連合国側が勝利を導きましたが、国民は戦争の困窮に耐え偲ばねばならず、結果的に大英帝国の威光の衰退を止めることは出来ませんでした。しかしながらジョージ6世は誠実な家庭人であり、個人的な勇気を示すことによってイギリス王室への信頼感を取り戻すことには成功しています。;mods text!.;;;;;;;;;x
NPERSONALITY_LOST_EMPEROR;失われた皇帝;Lost Emperor;;;;;;;;;x
DPERSONALITY_LOST_EMPEROR;『ハイレ・セラシエ1世』（1892年7月23日 - 1975年8月27日）はエチオピア帝国最後の皇帝です。第二次エチオピア戦争でイタリア王国と戦い帝国は滅亡しますが、第二次世界大戦では連合国とともに戦い帝国再興を果たしました。戦後は汎アフリカ主義を主導し、内政面では憲法改正、軍の近代化などの改革を断行しました。しかし経済面は発展せず腐敗が横行、国家は衰退し革命を招いてしまいました。;mods text!.;;;;;;;;;x
NPERSONALITY_CUSTODUAN_OF_THE_TWO_HOLY_MOSQUES;二重聖モスクの守護者;Custodian of the Two Holy Mosques;;;;;;;;;x
DPERSONALITY_CUSTODUAN_OF_THE_TWO_HOLY_MOSQUES;『アブドゥルアズィーズ・イブン・サウード』（1880年 - 1953年11月9日）はワッハーブ派イマーム、ナジュド及びヒジャーズ国王にして初代のサウジアラビア国王です。アラビア中部のリヤド周辺にまで縮小し、且つラシード家に実権を奪われていたサウード家の出身を再興、群雄割拠のアラビアの間隙を縫い寡兵でリヤドを奪還。さらにイギリスの支援を背景にハシーム家からヒジャーズ王位と両聖地を奪い、アメリカと提携することで膨大な石油採掘に成功、アラビア半島に覇を唱えました。;mods text!.;;;;;;;;;x
NPERSONALITY_SNOW_MIRACLE;雪中の奇跡;Snow miracle;;;;;;;;;x
DPERSONALITY_SNOW_MIRACLE;『カール・グスタフ・エミール・マンネルヘイム』（1867年6月4日 - 1951年1月27日）は、フィンランドの軍人、大統領です。フィンランド軍の最高司令官としてフィンランド内戦、冬戦争、継続戦争を指揮しました。一時は公職を離れたが、第二次大戦突入前の情勢不安の中で先の実績を買われて国防委員長となり、軍の装備の更新などに力を入れました。その後のソ連との戦争である冬戦争、継続戦争においては最高指揮官となり、フィンランドの防衛の役目を負いました。継続戦争の戦況悪化とナチス・ドイツとの同盟の責任から大統領を辞したリスト・リュティを継いで、1944年から1946年にかけて第6代大統領となり、ソ連との難しい講和を成し遂げ、なんとか独立を保ちました。後にフィンランドで最も偉大な人物として選ばれています。;mods text!.;;;;;;;;;x
NPERSONALITY_DALAI_LAMA;観音菩薩の化身;Dalai Lama;;;;;;;;;x
DPERSONALITY_DALAI_LAMA;ダライ・ラマは、チベット仏教ゲルク派の高位のラマであり、チベット仏教で最上位クラスに位置する化身ラマの名跡です。その名は、大海を意味するモンゴル語の「ダライ」と、師を意味するチベット語の「ラマ」とを合わせたものです。チベット仏教では、チベットの国土と衆生は「観音菩薩の所化」と位置づけられ、チベットの人々は観音菩薩をチベットの守護尊であると考えるようになりました。ダライ・ラマはその観音菩薩の化身とされる転生系譜です。ダライ・ラマ5世の代に至ってチベットを支配する政治的権威をも身にまとうようになりました。第6世以降のダライ・ラマはモンゴルや清朝という外部勢力によって改廃させられたり、未成年時には摂政が政務を代行したため、ダライ・ラマ本人がつねに実権を掌握していたわけではありません。とはいえ、観音菩薩の化身たるダライ・ラマに具わるある種の理念的な権力はつねに機能しており、清朝などの介入者や実権を握った摂政らも、その権威を否定することはできなかませんでした。;mods text!.;;;;;;;;;x
NPERSONALITY_GEGE;貧者の父;GEGE;;;;;;;;;x
DPERSONALITY_GEGE;『ジェトゥリオ・ドルネレス・ヴァルガス』（1882年4月19日 - 1954年8月24日）はブラジルの政治家、大統領です。1930年の大統領選挙で敗れるが、当時の政治腐敗などの不満を背景に、軍事クーデターを成功させて政権を掌握しました。統一国家の建設を目標に中央集権的でファッショ色の強い新憲法を制定し、軍事行動によって選挙を中止させると、議会も解散させエスタード・ノヴォ（新国家体制）と呼ばれる独裁政治を行いました。イタリアやドイツの全体主義に似た理念で自主外交の確立と統一国家の形成しましたが、大戦中は一貫して親米親連合路線を取り続けました。終戦後には一時失脚しましが、ヴァルガスはかつてのような軍事クーデターでなく、ブラジル史上初の民主的選挙によって大統領に就任しました。政権末期には共産党に接近したことを米国に糾弾され、謎の自殺を遂げました。;mods text!.;;;;;;;;;x
##;;;;;;;;;;;X
##New from Mr. Tea_tya;;;;;;;;;;X
NPERSONALITY_NKVD_SECRETARY;NKVD長官;;;;;;;;;;X
DPERSONALITY_NKVD_SECRETARY;『ラヴレンティ・パーヴロヴィチ・ベリヤ』（1899年3月29日 - 1953年12月23日）はソビエト連邦の政治家で、長期間NKVDの長官を務めました。彼はスターリンの忠実な部下であり、大粛清で「やりすぎた」エジョフを失脚させ権力を握り、その後スターリンの死までの長期間ソビエト連邦の内務・警察の要職を歴任しました。大粛清での彼の仕事は「やりすぎた」エジョフの粛清の歯止めでしたが、その後も粛清は収まる気配もなく粛清はスターリン時代の恐怖の象徴となりました。「カティンの森事件」や少数民族の強制移住の最高責任者でもあり、彼の悪行は現在でも多くの遺恨を遺しています。スターリンの死後一時はマレンコフと共にソビエトの権力を掌握するものの、フルシチョフとの政争に敗れ処刑されました。その過程で彼の「異常な」性的暴行事件が世間に晒されることとなり、彼の悪名をさらに強固なものにしています。;;;;;;;;;;X
NPERSONALITY_EDWARD_8;復位した国王;;;;;;;;;;X
DPERSONALITY_EDWARD_8;『エドワード・アルバート・クリスチャン・ジョージ・アンドルー・パトリック・デイヴィッド8世』（1894年6月23日 - 1972年5月28日）は英国の王族、国王です。彼は栄えある英王室にジョージ五世の長男として生まれます。彼は王族らしからぬスタンドプレーも数多くこなし国民の人気を獲得しますが、離婚歴のあるアメリカ人女性ウォリス・シンプソンとの「王冠を賭けた恋」の為に未戴冠のまま王位を離れました。その後はウィンザー公として親ドイツ的な言動を繰り返したために連合国から危険視され、FBIの監視対象にもなっています。;;;;;;;;;;X
NPERSONALITY_FULLER;オカルティックな戦術理論家;;;;;;;;;;X
DPERSONALITY_FULLER;『ジョン・フレデリック・チャールズ・フラー』（1878年9月1日 - 1966年2月10日）はイギリスの軍人、軍事学者です。第一次大戦の経験を基に電撃戦理論等を構築しますが、保守的な英国陸軍では受け入れられず1933年に少将で退役せざるを得ませんでした。しかしながら彼の発表した「戦いの原則」はアメリカ陸軍で現在まで改良されながら採用され続けられており、彼の先見の明を感じさせます。彼はアレイスタークロウリーの弟子のオカルティストでもあり、退役後はモズレーのファシスト連合にも参加しています。;;;;;;;;;;X
NPERSONALITY_SALAZAR;父的独裁者;;;;;;;;;;X
DPERSONALITY_SALAZAR;『アントニオ・サラザール』（1889年4月28日 - 1970年7月27日）はポルトガルの政治家、独裁者です。財務大臣として政界への道を開くと経済を立て直す業績を上げ、首相に抜擢されます。その後首相となったサラザールは「エスタド・ノヴォ（新国家）」体制を築き上げ、カトリック的な父権的独裁体制を確立します。第二次世界大戦では中立を守りつつ両陣営に接近する巧みな外交でポルトガルを守りますが、戦後はその国力と見合わない広大な植民地運営に苦しんでゆくこととなります。;;;;;;;;;;X
NPERSONALITY_FRANCO;王党派の独裁者;;;;;;;;;;X
DPERSONALITY_FRANCO;『フランシスコ・フランコ・イ・バアモンデ』（1892年12月4日 - 1975年11月20日）はスペインの政治家、軍人、独裁者です。軍人としてはベルベル人の反乱の鎮圧などで活躍しますが、そこまで目立った存在ではありませんでした。スペイン内戦では国粋派の将軍の一人として参加し、そこで頭角を現し国粋派の指導者にまで上り詰めました。スペイン内戦に勝利すると荒廃した国土の再建に努めながら、枢軸国寄りの中立国として巧みな外交手腕を発揮していきます。戦争が連合国有利に傾いていくと強固な中立姿勢へ転換し、なんとかスペインを戦争終結まで戦禍から逃れさせることに成功しました。戦後はアメリカへ反共の姿勢から接近し、関係を構築することに成功しています。晩年は前国王アルフォンソ13世の孫であるフアン・カルロスに帝王学の教育をさせ独裁体制の維持を試みますが、フランコの死後即位したフアン・カルロス1世の下で民主化が推し進められました。;;;;;;;;;;X
NPERSONALITY_PETAIN;ウェルダンの英雄;;;;;;;;;;X
DPERSONALITY_PETAIN;『アンリ・フィリップ・ベノニ・オメル・ジョセフ・ペタン』（1856年4月24日 - 1951年7月23日）はフランスの軍人、政治家です。第一次大戦が発生した1914年当時、彼は58歳ながら大佐というとても恵まれた待遇とは言えないような軍人の一人でしたが、彼の先進的な戦術理論が軍高官の目に留まり、やがて彼は第一次大戦のフランスの英雄の一人に数えられるまでになりました。そんな彼を主に右派が支持するようになり、フランスの敗北が濃厚となった時期に副首相、そして首相に任命されドイツとの休戦を取りまとめました。休戦後ヴィシー政府の主席に就任しますが、あくまでお飾り的な存在であり実際の政治は副首相（のちに首相）のピエール・ラヴァルが実験を握っていました。ドイツの敗戦とともに彼には死刑（高齢を理由に無期禁固刑へ減刑）判決が下り、流刑先のユー島でひっそりと生涯を終えました。後に大統領となる元部下のド・ゴールは、第一次大戦の戦勝記念日にペタンの墓碑へ花輪を贈る習慣を始めるのでした。;;;;;;;;;;X
NPERSONALITY_DE_HENRI_6;白昼夢の玉座;The Daydreamin' Throne;;;;;;;;;X
DPERSONALITY_DE_HENRI_6;『アンリ・ロベール・フェルディナン・マリー・ルイ・フィリップ・ドルレアン』（1908年7月5日 - 1999年6月19日）はフランスの貴族・政治家です。フランスの王政復古に伴い、王族であるとも言えます。オルレアン家の王位請求者であった彼は、フランス第三共和政の長から始めて国家を再びドイツの脅威から救い、圧倒的な支持を受けて国王アンリ6世として君臨しました。少なくとも外敵に対する対抗心と国家に対する愛は確かであり、自らの王国を保つためには時代錯誤の手法を執ることも厭いません。;;;;;;;;;;X
NPERSONALITY_DE_GAULLE;不屈の軍人;;;;;;;;;;X
DPERSONALITY_DE_GAULLE;『シャルル・アンドレ・ジョセフ・ピエール＝マリ・ド・ゴール』（1890年11月22日 - 1970年11月9日）はフランスの軍人、政治家です。フランスがドイツと休戦すると彼はロンドンへ亡命し、反ドイツレジスタンス組織「自由フランス」の指導者となりました。彼はいくつものレジスタンス指導者と会見しながらレジスタンス運動をまとめ上げ、最終的には全レジスタンス運動の指導者となります。彼の性格には難があり要らぬ反発を招きやすいですが、その心の中の情熱は確かなものである事は誰もが認めるところです。なお戦間期に彼は電撃戦理論の基礎を考案しフランス軍の近代化を進めようとしましたが、保守的な軍上層部には受け入れられることはありませんでした。皮肉にもその電撃戦理論は敵であるドイツによって完成され、フランスへ牙を向けることとなるのでした。;;;;;;;;;;X
NPERSONALITY_VON_STAUFFENBERG;慈悲深き反逆者;Benevolent Rebel;;;;;;;;;X
DPERSONALITY_VON_STAUFFENBERG;『クラウス・フィリップ・マリア・シェンク・グラーフ・フォン・シュタウフェンベルク』（1907年11月15日 - 1944年7月21日）は、ドイツの軍人・貴族です。プロイセン家とも繋がりのある名門貴族の生まれである彼は、国家社会主義ドイツ労働者党による偏執的・差別的な思想に反感を覚え、ヒトラーの暗殺とそのクーデターを計画した中心人物の一人となりました。暗殺計画に失敗した彼は共謀者達と共に即決裁判にかけられ、自らのみに全ての行動の責任があると主張しましたが、皆銃殺に処されました。現在のドイツでは、彼は反ヒトラーの行動を取った英雄として扱われています。;;;;;;;;;;X
NPERSONALITY_TITO;至高の調停者;Tito;;;;;;;;;x
DPERSONALITY_TITO;ヨシップ・ブロズ・チトー（1892年5月7日 - 1980年5月4日）は、ユーゴスラビアの大統領、ユーゴスラビア共産主義者同盟の指導者です。本名はヨシップ・ブロズですが、「お前が（Ti)あれを（To)しろ」という横柄な文章から「ヨシップ・ブロズ・チトー」として知られています。1934年にコミンテルンで働き、スペイン内戦で指揮官として従軍。第二次世界大戦中はドイツ軍に占領されたユーゴスラビア内で抵抗運動の指導者となりました。多民族多宗教多言語からなる祖国をまとめ上げ、ヨーロッパ最大のパルチザン勢力を築き、連合国やソビエトの協力のもと独力での祖国解放運動を成功させました。戦後は東側陣営に属するもソ連と対立、自ら「非同盟」を主導したことから西側とも東側とも見なされない絶妙な外交を展開し第三世界として独立を保った。各共和国の大幅な自治を認めるなどユーゴ独自の自己管理社会主義を建設し、各共和国・民族のバランスを取り少数民族に配慮した政策などで連邦制度の維持に腐心、卓越したカリスマ能力で体制を維持しました。しかし個人のカリスマによるところが大きく、死後ユーゴスラビアは分裂し、内戦に至りました。;mods text!.;;;;;;;;;x
NPERSONALITY_NIMITZ;大海軍の調整者;Organizer of the Navy;;;;;;;;;x
DPERSONALITY_NIMITZ;チェスター・ウィリアム・ニミッツ（1885年2月24日 - 1966年2月20日）は、アメリカの軍人です。第一次大戦前の尉官時代から潜水艦の研究者として知られていました。戦間期にも次々と昇進を重ね、1941年12月18日、真珠湾攻撃による被害の責任を取って地位を追われたハズバンド・キンメル大将の後を継いでアメリカ太平洋艦隊司令長官に任命されました。ニミッツはその穏やかな人格と確かな知識で真珠湾攻撃のショック下の海軍将兵を立ち直らせ、空母と潜水艦という２つの最新兵器を有効に用い日本軍に大打撃を与えていきました。大戦の中で海軍を次々と実力あるものへと進化させていった一方、戦後は肥大化した海軍の縮小という誰もが嫌がる仕事をこなしていおり、仕事においては決して感情的にならない人物でありました。マッカーサーやアーネスト・J・キングに比べると見た目も発言も地味であることからメディア受け・国民受けはあまり良くなかったようですが、ニミッツの伝記を執筆したE.B.ポッターが「思いやりの深い、人間心理をきわめた、しかも謙虚に充ち溢れた人物であり、楽天主義的人物」と表しているように、彼に直接触れた人ほど、彼がとても良く出来た人物であることを知っていたようです。;mods text!.;;;;;;;;;x
NPERSONALITY_HOLY_CROWN_OF_HUNGARY;物言わぬ聖王（セント・コロナ）;Magyar Szent Korona;;;;;;;;;x
DPERSONALITY_HOLY_CROWN_OF_HUNGARY;ハンガリー王国は二度目の大戦に伴い躍進し、中欧に偉大なる王国としての地位を得ました。王国には国王が存在しません。しかし、それは今やハンガリーが王国であることにとっては何ら問題ではないのです。聖冠はハンガリーの法的代表として単独で君主や国家の根幹としての権力を担うものであり、これを戴くべき王が存在しなくても、王冠は王権を完全な形で保持します。;mods text!.;;;;;;;;;x
NPERSONALITY_SCHUMPETER;イノベーション理論のゴッドファーザー;Godfather of Innovation;;;;;;;;;x
DPERSONALITY_SCHUMPETER;ヨーゼフ・アロイス・シュンペーター（1883年2月8日 - 1950年1月8日）はオーストリアの経済学者です。彼は信用創造・景気循環・イノベーション理論や「経済成長」の創案者であり、ケインズと並び近代経済学の巨人の1人であり、今日の経済学を形成した1人といっても過言ではないでしょう。また、彼の理論は経済学に留まらず、経営学や社会学などにも広く影響を与えており、今尚社会の発展に寄与しています。;mods text!.;;;;;;;;;x
##;;;;;;;;;;;X
NPERSONALITY_YUAN_SHIKAI;魅力的な楽天家;Charming Opportunist;;;;;;;;;X
DPERSONALITY_YUAN_SHIKAI;『袁世凱（えんせいがい）』（1859年9月16日 - 1916年6月6日）は中国清末民初期の軍人・政治家で北洋軍閥の総帥です。大清帝国第2代内閣総理大臣を務めたが、清朝崩壊後は第2代中華民国臨時大総統、初代中華民国大総統に就任しました。一時期中華帝国皇帝として即位し、その際に使用された元号より洪憲皇帝と呼ばれることもあります。;Yuan Shikai was an influential general in the late Qing Empire in charge of modernizing the army. He oversaw the abdication of the Qing Emperor after sensing the changing times by quickly shifting his allegiance to ''democracy.'' Neither an incompetent nor genius administrator, Yuan Shikai relied on his military clout to exploit the weakness of the new Republic for his own gain.;;;;;;;;;X
NPERSONALITY_CAI_E;中華民国の守護者;Defender of the Republic;;;;;;;;;X
DPERSONALITY_CAI_E;『蔡鍔（さいがく）』（1882年12月19日 - 1916年11月8日）は、清末民初の軍人で中華民国の初代雲南都督です。袁世凱による帝制実施を阻止するため、護国戦争を発動したことでも知られています。袁世凱死去後の6月に蔡は、四川督軍兼省長となりました。しかし結核に冒され、1916年に日本の福岡市で治療を受けることになりましたが、同年11月8日、蔡鍔は九州帝国大学医科大学附属医院（現在の九州大学病院）で、そのまま死去しました。享年35歳（満33歳）。;Cai E is a historic revolutionary leader who took part in various anti-Qing and pro-Republic movements. Educated in Japan, he governed various regions in southwestern China and led the Yunnan governor-generals to war against Yuan Shikai in the National Protection War. While successful at defending the fledgeling republic, Cai E's health problems prevented him from unifying the various factions in China. He died at the age of 33.;;;;;;;;;X
NPERSONALITY_SUN_ZHONGSHAN;国父;Father of the Nation;;;;;;;;;X
DPERSONALITY_SUN_ZHONGSHAN;『孫文（そんぶん）』（1866年11月12日 - 1925年3月12日）は、中国の政治家・革命家です。初代中華民国臨時大総統、中国国民党総理を歴任しました。辛亥革命を起こし、「中国革命の父」、中華民国では「国父（国家の父）」と呼ばれます。また、中華人民共和国でも「近代革命先行者（近代革命の先人）」として近年「国父」と呼ばれています。;Although Sun Zhongshan never personally lived to see a unified Republic of China, his dreams of a stronger nation based on the 'Three Principles of the People' greatly influenced the nation decades after his death. His political rhetoric resounded across the political spectrum to right-wing Nationalists and left-wing Communists alike. Unfortunately, Sun had little military power of his own. His political life was one of constant struggle and exile. The modern Nationalist Party was re-founded countless times under different guises by Sun each time local warlords seized control to advance their own power struggles. Despite this lack of military power, Sun's popularity among the populace did give him some leverage in his crusade to reforming the nation, which he successfully used to unify the southern warlords before his passing.;;;;;;;;;X
NPERSONALITY_WU_PEIFU;ひすいの元帥;Jade Marshall;;;;;;;;;X
DPERSONALITY_WU_PEIFU;『呉佩孚（ごはいふ）』（1874年4月22日 - 1939年12月4日）は清末民初の軍人・政治家で北洋軍閥直隷派の首領でした。その後、護国戦争や護法運動軍の鎮圧にも参加し、1922年に第一次奉直戦争に勝利して、陸軍参謀総長になりました。1924年、第二次奉直戦争で再び奉天派と戦うものの、敗北しました。1926年に北伐に来ていた国民政府軍に敗北し、引退しました。盧溝橋事件以降は日本軍から協力を求められるが態度を鮮明とせず、1939年に死去しました。;Wu Peifu was an influential general during the warlord era, widely considered to be China's best military leader during this time. A staunch nationalist, Wu Peifu viewed concessions and foreign nations with distrust. He often read classical Chinese history and military tactics, such as those of the Kingdom of Wu. He was one of the few warlords who never held a political position. Public opinion turned against him after his brutal suppression of the Hankou-Beijing railway strike, and he was eventually forced to retire after the Northern Expedition. When asked by the Japanese government in 1939 to end retirement and lead the North China puppet government part of the 'Co-Prosperity Sphere', he agreed under the condition that every occupying soldier leave the country. He returned to retirement shortly after Japan's refusal and died shortly after with his reputation restored.;;;;;;;;;X
NPERSONALITY_CAO_KUN;賄選総統;The Bribing President;;;;;;;;;X
DPERSONALITY_CAO_KUN;『曹コン（そうこん）』（1862年12月12日 - 1938年5月17日）は清末民初の軍人、政治家。北洋軍閥直隷派の首領で中華民国大総統でした。袁世凱の死後は、直隷省長兼督軍となり、馮国璋とともに軍閥を引き継ぎ、1919年の馮国璋の死後は直隷派の指導者となりました。米国の支持を得て1923年6月にハーディング米大統領から中国統一支持声明を引き出しました。大々的に議員の買収と脅迫を行い、10月には北京政府の大総統に就任、憲法を公布しました。しかし、その金権体質から「賄選総統」「賄選憲法」「猪仔（豚の子）総統」などと称されることになりました。;Cao Kun was a military leader and sixth president of the Republic of China. He is remembered for bribing each member of the legislative Yuan with 5,000 pieces of silver in order to win his presidency. It was short lived, however, and he was forced into retirement soon after.;;;;;;;;;X
NPERSONALITY_CEN_CHENXUAN;古典派の改革者;Old Guard Reformer;;;;;;;;;X
DPERSONALITY_CEN_CHENXUAN;『岑春ケン（しんしゅんけん）』（1861年3月2日 - 1933年4月27日）は、清末民初の政治家で袁世凱の政敵として知られる人物です。中華民国成立後は、孫文らの広東軍政府（護法運動派）に参加したが、孫とも対立していました。1900年の義和団の乱では、列強に追われた西太后、光緒帝を護衛しました。この功により、西太后の信任を得て昇官しましたが、ライバルの袁世凱と対立するようになりました。1913年の第二革命時には袁世凱の政敵として岑春ケンが擁立されました。広東軍政府（護法運動派）においては広西派に擁立され、孫文と対立し、最終的に失脚しました。;As a former Qing Head of State, Cen Chenxuan is a relic of the old political order having served since the age of 15. Unlike many of his compatriots, however, he slowly embraced the tide of reform that swept the nation. A patriot, Cen donated much of his wealth gained while serving the Qing court toward defending the nation in the first Sino-Japanese War. Still, he is politically tainted by his tenure in the Qing administration. As a result, he is an able, yet largely powerless, administrator.;;;;;;;;;X
##;;;;;;;;;;;X
SPACIVILWAR;スペイン（国粋派）;Nationalist Spain;;;;;;;;;X
SPRCIVILWAR;スペイン（共和派）;Republican Spain;;;;;;;;;X
MON1924;モンゴル人民共和国;Mongolian People's Republic;;;;;;;;;X
CHC1949;中華人民共和国;People's Republic of China;;;;;;;;;X
UCH_CBY;中華民国北洋政府;Beiyang China;;;;;;;;;X
CYN_AHC;安徽軍閥;Anhui Clique;;;;;;;;;X
CHI_NPA;中華民国（雲南護国軍）;National Protection Alliance;;;;;;;;;X
CHI_CPM;中華民国（護法運動派）;Constitutional Protection Movement;;;;;;;;;X
##;;;;;;;;;;;X
## New in 1.04;;;;;;;;;;;X
