;;;;;;;;;;;X
PROV1809;アブハ;;;;;;;;;;X
PROV1810;;;;;;;;;;;X
PROV1811;;;;;;;;;;;X
PROV1812;サヌア;;;;;;;;;;X
PROV1813;アデン;;;;;;;;;;X
PROV1814;ムカーラ;;;;;;;;;;X
PROV1815;ソコトラ;;;;;;;;;;X
PROV1816;セーシェル諸島;;;;;;;;;;X
PROV1817;ディエゴガルシア島;;;;;;;;;;X
PROV1818;ルブーアルハリー;;;;;;;;;;X
PROV1819;マスカット;;;;;;;;;;X
PROV1820;ドーハ;;;;;;;;;;X
PROV1821;ダンマーム;;;;;;;;;;X
PROV1822;クウェート;;;;;;;;;;X
PROV1823;バスラ;;;;;;;;;;X
PROV1824;ナーシリーヤ;;;;;;;;;;X
PROV1825;アバダン;;;;;;;;;;X
PROV1826;エスファハーン;;;;;;;;;;X
PROV1827;ナーベレジヌイェ・チェルヌイ;;;;;;;;;;X
PROV1828;クイビシェフ;;;;;;;;;;X
PROV1829;エンゲルス;;;;;;;;;;X
PROV1830;シズラニ;;;;;;;;;;X
PROV1831;ニコライエフカ;;;;;;;;;;X
PROV1832;サラトフ;;;;;;;;;;X
PROV1833;エノタエフカ;;;;;;;;;;X
PROV1834;クラスナヤ・スロボダ;;;;;;;;;;X
PROV1835;ニコライエフスク;;;;;;;;;;X
PROV1836;エルトン;;;;;;;;;;X
PROV1837;エリスタ;;;;;;;;;;X
PROV1838;アストラハン;;;;;;;;;;X
PROV1839;ノヴォウゼンスク;;;;;;;;;;X
PROV1840;コトラス;;;;;;;;;;X
PROV1841;ヴェリキーウスチューグ;;;;;;;;;;X
PROV1842;バシャンタ;;;;;;;;;;X
PROV1843;アルマヴィル;;;;;;;;;;X
PROV1844;マイコプ;;;;;;;;;;X
PROV1845;トゥアプセ;;;;;;;;;;X
PROV1846;ヴォロシロフスク;;;;;;;;;;X
PROV1847;グロズヌイ;;;;;;;;;;X
PROV1848;バトゥーミ;;;;;;;;;;X
PROV1849;ナルチク;;;;;;;;;;X
PROV1850;トゥビリシ;;;;;;;;;;X
PROV1851;カルス;;;;;;;;;;X
PROV1852;エルズルム;;;;;;;;;;X
PROV1853;エラーズー;;;;;;;;;;X
PROV1854;バトマン;;;;;;;;;;X
PROV1855;ヴァン;;;;;;;;;;X
PROV1856;エレヴァン;;;;;;;;;;X
PROV1857;マハチカラ;;;;;;;;;;X
PROV1858;キロヴァバード;;;;;;;;;;X
PROV1859;タブリーズ;;;;;;;;;;X
PROV1860;キルクーク;;;;;;;;;;X
PROV1861;デーレッゾール;;;;;;;;;;X
PROV1862;アレッポ;;;;;;;;;;X
PROV1863;ヒムス;;;;;;;;;;X
PROV1864;モスル;;;;;;;;;;X
PROV1865;サマラ;;;;;;;;;;X
PROV1866;バグダッド;;;;;;;;;;X
PROV1867;アゾレス諸島;;;;;;;;;;X
PROV1868;オークランド;;;;;;;;;;X
PROV1869;ネーピア;;;;;;;;;;X
PROV1870;ニュープリマス;;;;;;;;;;X
PROV1871;ウェリントン;;;;;;;;;;X
PROV1872;クライストチャーチ;;;;;;;;;;X
PROV1873;ダニーデン;;;;;;;;;;X
PROV1874;ポロツク;;;;;;;;;;X
PROV1875;;;;;;;;;;;X
PROV1876;;;;;;;;;;;X
PROV1877;フォートハーツ;;;;;;;;;;X
PROV1878;レド;;;;;;;;;;X
PROV1879;アリューシャン海台極東部;;;;;;;;;;X
PROV1880;ノートン湾;;;;;;;;;;X
PROV1881;ブリストル湾;;;;;;;;;;X
PROV1882;アリューシャン海溝北西部;;;;;;;;;;X
PROV1883;ニューヘブリデス海溝;;;;;;;;;;X
PROV1884;;;;;;;;;;;X
PROV1885;;;;;;;;;;;X
PROV1886;;;;;;;;;;;X
PROV1887;;;;;;;;;;;X
PROV1888;;;;;;;;;;;X
PROV1889;;;;;;;;;;;X
PROV1890;;;;;;;;;;;X
PROV1891;;;;;;;;;;;X
PROV1892;;;;;;;;;;;X
PROV1893;;;;;;;;;;;X
PROV1894;;;;;;;;;;;X
PROV1895;;;;;;;;;;;X
PROV1896;;;;;;;;;;;X
PROV1897;;;;;;;;;;;X
PROV1898;ナイガ;;;;;;;;;;X
PROV1899;;;;;;;;;;;X
PROV1900;ベーリング海峡西部;;;;;;;;;;X
PROV1901;アリューシャン海盆東部;;;;;;;;;;X
PROV1902;アリューシャン海盆南東部;;;;;;;;;;X
PROV1903;アリューシャン海台極西部;;;;;;;;;;X
PROV1904;アリューシャン海台西部;;;;;;;;;;X
PROV1905;ベーリング海峡東部;;;;;;;;;;X
PROV1906;アリューシャン海台東部;;;;;;;;;;X
PROV1907;バクー;;;;;;;;;;X
PROV1908;マソアラ岬;;;;;;;;;;X
PROV1909;リビエールデュルー;;;;;;;;;;X
PROV1910;ヴァルデス半島;;;;;;;;;;X
PROV1911;アリューシャン海溝北東部;;;;;;;;;;X
PROV1912;クック入江;;;;;;;;;;X
PROV1913;クロス海峡;;;;;;;;;;X
PROV1914;ディクソン海峡;;;;;;;;;;X
PROV1915;ギルバート海山;;;;;;;;;;X
PROV1916;アリューシャン海溝北部;;;;;;;;;;X
PROV1917;アリューシャン海溝中部;;;;;;;;;;X
PROV1918;アリューシャン海溝東部;;;;;;;;;;X
PROV1919;タフツ深海平原;;;;;;;;;;X
PROV1920;アイケルブルク海山;;;;;;;;;;X
PROV1921;クイーンシャーロット海峡;;;;;;;;;;X
PROV1922;フアンデフカ海峡;;;;;;;;;;X
PROV1923;ウィラパ湾;;;;;;;;;;X
PROV1924;コーンストック海山;;;;;;;;;;X
PROV1925;ハリス海山;;;;;;;;;;X
PROV1926;チヌーク海盆;;;;;;;;;;X
PROV1927;ハワイ海嶺西部;;;;;;;;;;X
PROV1928;ハワイ海嶺北部;;;;;;;;;;X
PROV1929;ハワイ海嶺北中部;;;;;;;;;;X
PROV1930;マリー断裂帯西部;;;;;;;;;;X
PROV1931;メンデルスゾーン海山;;;;;;;;;;X
PROV1932;マリー断裂帯東部;;;;;;;;;;X
PROV1933;メンドシノ断裂帯西部;;;;;;;;;;X
PROV1934;メンドシノ断裂帯東部;;;;;;;;;;X
PROV1935;パットン海底崖;;;;;;;;;;X
PROV1936;メンドシノ岬;;;;;;;;;;X
PROV1937;サンフランシスコ湾;;;;;;;;;;X
PROV1938;サンタバーバラ海峡;;;;;;;;;;X
PROV1939;セバスチャンヴィスカイノ湾;;;;;;;;;;X
PROV1940;セドロス海溝;;;;;;;;;;X
PROV1941;マグデレーナ湾;;;;;;;;;;X
PROV1942;モロカイ断裂帯東部;;;;;;;;;;X
PROV1943;モロカイ断裂帯西部;;;;;;;;;;X
PROV1944;フレンチフリゲート環礁;;;;;;;;;;X
PROV1945;ハワイ海嶺南中部;;;;;;;;;;X
PROV1946;マゼラン海山列;;;;;;;;;;X
PROV1947;ハワイ海嶺南部;;;;;;;;;;X
PROV1948;マゼラン海山列西部;;;;;;;;;;X
PROV1949;マゼラン海山列東部;;;;;;;;;;X
PROV1950;マゼラン海山列南部;;;;;;;;;;X
PROV1951;中央ギルバート諸島;;;;;;;;;;X
PROV1952;ギルバート・フェニックス水路;;;;;;;;;;X
PROV1953;ライン諸島南部;;;;;;;;;;X
PROV1954;ライン諸島中部;;;;;;;;;;X
PROV1955;ライン諸島北部;;;;;;;;;;X
PROV1956;クラリオン断裂帯西部;;;;;;;;;;X
PROV1957;クリッパートーン断裂帯極西部;;;;;;;;;;X
PROV1958;クリッパートーン断裂帯西部;;;;;;;;;;X
PROV1959;クリッパートーン断裂帯東部;;;;;;;;;;X
PROV1960;クリッパートーン断裂帯極東部;;;;;;;;;;X
PROV1961;グアテマラ海盆南部;;;;;;;;;;X
PROV1962;グアテマラ海盆北部;;;;;;;;;;X
PROV1963;ペルー・チリ海溝北部;;;;;;;;;;X
PROV1964;マンタ湾;;;;;;;;;;X
PROV1965;グアヤキル湾;;;;;;;;;;X
PROV1966;サマンコ湾;;;;;;;;;;X
PROV1967;ペルー・チリ海溝中部;;;;;;;;;;X
PROV1968;ペルー海盆;;;;;;;;;;X
PROV1969;イースター断裂帯東部;;;;;;;;;;X
PROV1970;マルケサス断裂帯東部;;;;;;;;;;X
PROV1971;イースター断裂帯西部;;;;;;;;;;X
PROV1972;マルケサス断裂帯中部;;;;;;;;;;X
PROV1973;マルケサス断裂帯西部;;;;;;;;;;X
PROV1974;マニヒキ海台;;;;;;;;;;X
PROV1975;トンガ海溝北部;;;;;;;;;;X
PROV1976;ノーフォーク海嶺;;;;;;;;;;X
PROV1977;ケルマディック海溝;;;;;;;;;;X
PROV1978;キャンベル海台東部;;;;;;;;;;X
PROV1979;ルイスヴィル海嶺西部;;;;;;;;;;X
PROV1980;トンガ海溝西部;;;;;;;;;;X
PROV1981;トンガ海溝東部;;;;;;;;;;X
PROV1982;ルイスヴィル海嶺東部;;;;;;;;;;X
PROV1983;ウディツェフ断裂帯西部;;;;;;;;;;X
PROV1984;ウディツェフ断裂帯中部;;;;;;;;;;X
PROV1985;エルタニン断裂帯西部;;;;;;;;;;X
PROV1986;チャレンジャー断裂帯西部;;;;;;;;;;X
PROV1987;チャレンジャー断裂帯中部;;;;;;;;;;X
PROV1988;エルタニン断裂帯中部;;;;;;;;;;X
PROV1989;ウディツェフ断裂帯東部;;;;;;;;;;X
PROV1990;エルタニン断裂帯東部;;;;;;;;;;X
PROV1991;チャレンジャー断裂帯東部;;;;;;;;;;X
PROV1992;フンボルト深海平原北西部;;;;;;;;;;X
PROV1993;フンボルト深海平原南西部;;;;;;;;;;X
PROV1994;フンボルト深海平原南東部;;;;;;;;;;X
PROV1995;マゼラン海峡;;;;;;;;;;X
PROV1996;ホーン岬;;;;;;;;;;X
PROV1997;サンホルヘ湾;;;;;;;;;;X
PROV1998;フォークランド海台西部;;;;;;;;;;X
PROV1999;サウスジョージア海嶺西部;;;;;;;;;;X
PROV2000;サウスジョージア海嶺東部;;;;;;;;;;X
PROV2001;フォークランド海台東部;;;;;;;;;;X
PROV2002;サウスサンドウィッチ海溝西部;;;;;;;;;;X
PROV2003;サウスサンドウィッチ海溝東部;;;;;;;;;;X
PROV2004;アルゼンチン海底平原南東部;;;;;;;;;;X
PROV2005;アメリカ・南極海嶺;;;;;;;;;;X
PROV2006;大西洋・インド海嶺西部;;;;;;;;;;X
PROV2007;ケープ海底平原;;;;;;;;;;X
PROV2008;アルゴア湾;;;;;;;;;;X
PROV2009;大西洋・インド海嶺東部;;;;;;;;;;X
PROV2010;アガラス海台;;;;;;;;;;X
PROV2011;ワイルドコースト;;;;;;;;;;X
PROV2012;デラゴア湾;;;;;;;;;;X
PROV2013;ナタール海盆南部;;;;;;;;;;X
PROV2014;インド海嶺南西部;;;;;;;;;;X
PROV2015;マダガスカル海盆南西部;;;;;;;;;;X
PROV2016;イニャンバネ湾;;;;;;;;;;X
PROV2017;ソファラ湾;;;;;;;;;;X
PROV2018;ツィリビヒナ河口;;;;;;;;;;X
PROV2019;アンカボア岬;;;;;;;;;;X
PROV2020;ナタール海盆東部;;;;;;;;;;X
PROV2021;サントマリー岬;;;;;;;;;;X
PROV2022;マダガスカル海盆北西部;;;;;;;;;;X
PROV2023;マナンボボ河口;;;;;;;;;;X
PROV2024;マナナラ河口;;;;;;;;;;X
PROV2025;マダガスカル海盆北東部;;;;;;;;;;X
PROV2026;マスカリン海台南部;;;;;;;;;;X
PROV2027;マスカリン海盆東部;;;;;;;;;;X
PROV2028;アンブル岬;;;;;;;;;;X
PROV2029;ボンベトカ湾;;;;;;;;;;X
PROV2030;ヴィラナンドロ岬;;;;;;;;;;X
PROV2031;ザンジバル海峡;;;;;;;;;;X
PROV2032;ソマリア南海岸;;;;;;;;;;X
PROV2033;マスカリン海盆西部;;;;;;;;;;X
PROV2034;マスカリン海台西部;;;;;;;;;;X
PROV2035;ソマリ海盆東部;;;;;;;;;;X
PROV2036;アラビア海盆南部;;;;;;;;;;X
PROV2037;アラビア海盆西部;;;;;;;;;;X
PROV2038;ハラニヤト湾;;;;;;;;;;X
PROV2039;グワタル湾;;;;;;;;;;X
PROV2040;オマーン湾;;;;;;;;;;X
PROV2041;ペルシア湾;;;;;;;;;;X
PROV2042;インダス河口;;;;;;;;;;X
PROV2043;カンバト湾;;;;;;;;;;X
PROV2044;パドヴァバンク;;;;;;;;;;X
PROV2045;マラバル海岸;;;;;;;;;;X
PROV2046;ナインディグリー海峡;;;;;;;;;;X
PROV2047;マンナル湾;;;;;;;;;;X
PROV2048;中央インド海盆北部;;;;;;;;;;X
PROV2049;チャゴス・ラッカディブ海台南部;;;;;;;;;;X
PROV2050;マスカリン海台東部;;;;;;;;;;X
PROV2051;中央インド海嶺北部;;;;;;;;;;X
PROV2052;中央インド海盆中部;;;;;;;;;;X
PROV2053;東経90度海嶺北部;;;;;;;;;;X
PROV2054;ベンガル湾南部;;;;;;;;;;X
PROV2055;ベンガル湾中部;;;;;;;;;;X
PROV2056;アンダマン海西部;;;;;;;;;;X
PROV2057;ポーク海峡;;;;;;;;;;X
PROV2058;クリシュナ河口;;;;;;;;;;X
PROV2059;ガンジス河口西部;;;;;;;;;;X
PROV2060;ガンジス河口東部;;;;;;;;;;X
PROV2061;マルタパン湾;;;;;;;;;;X
PROV2062;アンダマン海南部;;;;;;;;;;X
PROV2063;中央インド海嶺中部;;;;;;;;;;X
PROV2064;中央インド海嶺南部;;;;;;;;;;X
PROV2065;マダガスカル海盆南東部;;;;;;;;;;X
PROV2066;クローゼー海盆;;;;;;;;;;X
PROV2067;インド海嶺南東部;;;;;;;;;;X
PROV2068;ブロークン海嶺西部;;;;;;;;;;X
PROV2069;ブロークン海嶺東部;;;;;;;;;;X
PROV2070;中央インド海盆南部;;;;;;;;;;X
PROV2071;東経90度海嶺南部;;;;;;;;;;X
PROV2072;アンダマン海東部;;;;;;;;;;X
PROV2073;マラッカ海峡北部;;;;;;;;;;X
PROV2074;タパヌリ湾;;;;;;;;;;X
PROV2075;ムンタワイ海峡;;;;;;;;;;X
PROV2076;ジャワ海溝中部;;;;;;;;;;X
PROV2077;スンダ海峡;;;;;;;;;;X
PROV2078;インヴェスティゲーター海嶺;;;;;;;;;;X
PROV2079;ワラビー海台;;;;;;;;;;X
PROV2080;ジャワ海溝南部;;;;;;;;;;X
PROV2081;ジャワ海溝東部;;;;;;;;;;X
PROV2082;北オーストラリア海盆;;;;;;;;;;X
PROV2083;キュヴィエ海台;;;;;;;;;;X
PROV2084;パース海盆;;;;;;;;;;X
PROV2085;南オーストラリア海盆西部;;;;;;;;;;X
PROV2086;大陸斜面西部;;;;;;;;;;X
PROV2087;ナチュラリスト岬;;;;;;;;;;X
PROV2088;シャーク湾;;;;;;;;;;X
PROV2089;エクスマス湾;;;;;;;;;;X
PROV2090;エクスマス海台;;;;;;;;;;X
PROV2091;キング海峡;;;;;;;;;;X
PROV2092;南オーストラリア海盆東部;;;;;;;;;;X
PROV2093;大陸斜面東部;;;;;;;;;;X
PROV2094;ハウ岬西部;;;;;;;;;;X
PROV2095;サンディーバイト;;;;;;;;;;X
PROV2096;ヘッドオブバイト;;;;;;;;;;X
PROV2097;スペンサー湾;;;;;;;;;;X
PROV2098;バス海峡西部;;;;;;;;;;X
PROV2099;タスマニア海嶺南部;;;;;;;;;;X
PROV2100;バス海峡東部;;;;;;;;;;X
PROV2101;南ソロモン海溝東部;;;;;;;;;;X
PROV2102;ウェスト岬;;;;;;;;;;X
PROV2103;フォーヴォー海峡;;;;;;;;;;X
PROV2104;キャンベル海台西部;;;;;;;;;;X
PROV2105;ホーク湾;;;;;;;;;;X
PROV2106;プレンティー湾;;;;;;;;;;X
PROV2107;ニューカレドニア海盆;;;;;;;;;;X
PROV2108;ノース岬;;;;;;;;;;X
PROV2109;ロードハウ海膨;;;;;;;;;;X
PROV2110;クック海峡;;;;;;;;;;X
PROV2111;ボタニー湾;;;;;;;;;;X
PROV2112;バイロン岬;;;;;;;;;;X
PROV2113;グレートバリアリーフ南西部;;;;;;;;;;X
PROV2114;グレートバリアリーフ南東部;;;;;;;;;;X
PROV2115;南ソロモン海溝中部;;;;;;;;;;X
PROV2116;グレートバリアリーフ北東部;;;;;;;;;;X
PROV2117;ソロモン海中部;;;;;;;;;;X
PROV2118;スロット;;;;;;;;;;X
PROV2119;ソロモン海南部;;;;;;;;;;X
PROV2120;南ソロモン海溝西部;;;;;;;;;;X
PROV2121;セントジョージ海峡;;;;;;;;;;X
PROV2122;フォン湾;;;;;;;;;;X
PROV2123;イサベル海峡;;;;;;;;;;X
PROV2124;ギルバート諸島北西部;;;;;;;;;;X
PROV2125;ギルバート諸島西部;;;;;;;;;;X
PROV2126;パプア湾;;;;;;;;;;X
PROV2127;グッドイナッフ湾;;;;;;;;;;X
PROV2128;グレートバリアリーフ北西部;;;;;;;;;;X
PROV2129;カーペンタリア湾;;;;;;;;;;X
PROV2130;メラウケ海岸;;;;;;;;;;X
PROV2131;トレス海峡;;;;;;;;;;X
PROV2132;フラミンゴ湾;;;;;;;;;;X
PROV2133;ラカヒア湾;;;;;;;;;;X
PROV2134;エゲロン海峡;;;;;;;;;;X
PROV2135;バンダ海南部;;;;;;;;;;X
PROV2136;アラフラ大陸棚;;;;;;;;;;X
PROV2137;ヴァンディーメン湾;;;;;;;;;;X
PROV2138;サヴ海;;;;;;;;;;X
PROV2139;モルッカ海南部;;;;;;;;;;X
PROV2140;サペ海峡;;;;;;;;;;X
PROV2141;マドゥラ海峡;;;;;;;;;;X
PROV2142;バリ海峡;;;;;;;;;;X
PROV2143;アワラワル岬;;;;;;;;;;X
PROV2144;ガスパル海峡;;;;;;;;;;X
PROV2145;セラサン海峡;;;;;;;;;;X
PROV2146;バンカ海峡;;;;;;;;;;X
PROV2147;マラッカ海峡南部;;;;;;;;;;X
PROV2148;バンコク湾;;;;;;;;;;X
PROV2149;シャム湾東部;;;;;;;;;;X
PROV2150;シャム湾西部;;;;;;;;;;X
PROV2151;シンガポール海峡;;;;;;;;;;X
PROV2152;スプラトリー海南部;;;;;;;;;;X
PROV2153;ブルネイ湾;;;;;;;;;;X
PROV2154;スプラトリー海中部;;;;;;;;;;X
PROV2155;カムラン湾;;;;;;;;;;X
PROV2156;トンキン湾;;;;;;;;;;X
PROV2157;スプラトリー海北部;;;;;;;;;;X
PROV2158;海南海峡;;;;;;;;;;X
PROV2159;パラワン海峡;;;;;;;;;;X
PROV2160;セレベス海西部;;;;;;;;;;X
PROV2161;マカッサル海峡;;;;;;;;;;X
PROV2162;モルッカ海北部;;;;;;;;;;X
PROV2163;モルッカ海中部;;;;;;;;;;X
PROV2164;セラム海;;;;;;;;;;X
PROV2165;バンダ海北部;;;;;;;;;;X
PROV2166;セレベス海東部;;;;;;;;;;X
PROV2167;ヘールヴィンク湾;;;;;;;;;;X
PROV2168;フンボルト湾;;;;;;;;;;X
PROV2169;ダンピール海峡;;;;;;;;;;X
PROV2170;東カロリン海盆;;;;;;;;;;X
PROV2171;マーシャル諸島南西部;;;;;;;;;;X
PROV2172;マーシャル諸島中部;;;;;;;;;;X
PROV2173;マゼラン海山列南部;;;;;;;;;;X
PROV2174;東マリアナ海盆南部;;;;;;;;;;X
PROV2175;マリアナ海溝南部;;;;;;;;;;X
PROV2176;マリアナトラフ;;;;;;;;;;X
PROV2177;ヤップ海溝;;;;;;;;;;X
PROV2178;西カロリン海盆;;;;;;;;;;X
PROV2179;ブーカ海峡;;;;;;;;;;X
PROV2180;マーシャル諸島南東部;;;;;;;;;;X
PROV2181;マリアナ海溝北部;;;;;;;;;;X
PROV2182;マリアナ海盆西部;;;;;;;;;;X
PROV2183;九州・パラオ海嶺北部;;;;;;;;;;X
PROV2184;琉球海溝;;;;;;;;;;X
PROV2185;琉球諸島南部;;;;;;;;;;X
PROV2186;杭州湾;;;;;;;;;;X
PROV2187;琉球諸島北部;;;;;;;;;;X
PROV2188;黄海南部;;;;;;;;;;X
PROV2189;黄海北部;;;;;;;;;;X
PROV2190;渤海;;;;;;;;;;X
PROV2191;ウラジオストック湾;;;;;;;;;;X
PROV2192;対馬海峡;;;;;;;;;;X
PROV2193;日本海;;;;;;;;;;X
PROV2194;富山湾;;;;;;;;;;X
PROV2195;伊豆海溝;;;;;;;;;;X
PROV2196;小笠原海溝;;;;;;;;;;X
PROV2197;東マリアナ海盆北部;;;;;;;;;;X
PROV2198;マゼラン海山列北部;;;;;;;;;;X
PROV2199;マーシャル諸島北西部;;;;;;;;;;X
PROV2200;中部太平洋海山群南西部;;;;;;;;;;X
PROV2201;中部太平洋海山群南東部;;;;;;;;;;X
PROV2202;マーシャル諸島北東部;;;;;;;;;;X
PROV2203;マップメーカー海山列;;;;;;;;;;X
PROV2204;グローヴナー海山;;;;;;;;;;X
PROV2205;日本海溝;;;;;;;;;;X
PROV2206;マカロフ海山;;;;;;;;;;X
PROV2207;シャツキー海台;;;;;;;;;;X
PROV2208;天皇海山列;;;;;;;;;;X
PROV2209;ヘス海台;;;;;;;;;;X
PROV2210;イサコフ海山;;;;;;;;;;X
PROV2211;千島海溝南部;;;;;;;;;;X
PROV2212;網走湾;;;;;;;;;;X
PROV2213;津軽海峡;;;;;;;;;;X
PROV2214;千島海盆西部;;;;;;;;;;X
PROV2215;タタール湾;;;;;;;;;;X
PROV2216;間宮海峡;;;;;;;;;;X
PROV2217;サハリン湾;;;;;;;;;;X
PROV2218;ウリバン湾;;;;;;;;;;X
PROV2219;エリネア湾;;;;;;;;;;X
PROV2220;オホーツク海中部;;;;;;;;;;X
PROV2221;タウイ湾;;;;;;;;;;X
PROV2222;千島海盆東部;;;;;;;;;;X
PROV2223;千島海峡;;;;;;;;;;X
PROV2224;オホーツク海東部;;;;;;;;;;X
PROV2225;シェリホフ湾;;;;;;;;;;X
PROV2226;ペンジナ湾;;;;;;;;;;X
PROV2227;クロノツキ湾;;;;;;;;;;X
PROV2228;カムチャッカ湾;;;;;;;;;;X
PROV2229;千島海溝北部;;;;;;;;;;X
PROV2230;アリューシャン海盆南西部;;;;;;;;;;X
PROV2231;アリューシャン海盆南部;;;;;;;;;;X
PROV2232;アリューシャン海盆中部;;;;;;;;;;X
PROV2233;アリューシャン海盆西部;;;;;;;;;;X
PROV2234;アリューシャン海盆北西部;;;;;;;;;;X
PROV2235;シルショフ海嶺南部;;;;;;;;;;X
PROV2236;オリュトルスキー湾;;;;;;;;;;X
PROV2237;アナディル湾;;;;;;;;;;X
PROV2238;シルショフ海嶺北部;;;;;;;;;;X
PROV2239;アリューシャン海盆北部;;;;;;;;;;X
PROV2240;オビ湾;;;;;;;;;;X
PROV2241;バイカル湖;;;;;;;;;;X
PROV2242;翻陽湖;;;;;;;;;;X
PROV2243;洞庭湖;;;;;;;;;;X
PROV2244;青海湖;;;;;;;;;;X
PROV2245;ザイサン湖;;;;;;;;;;X
PROV2246;バルハシ湖;;;;;;;;;;X
PROV2247;カロリン諸島東部;;;;;;;;;;X
PROV2248;カロリン諸島北部;;;;;;;;;;X
PROV2249;カロリン諸島中部;;;;;;;;;;X
PROV2250;フィリピン海溝南部;;;;;;;;;;X
PROV2251;ダバオ湾;;;;;;;;;;X
PROV2252;パナイ湾;;;;;;;;;;X
PROV2253;スリガオ海峡;;;;;;;;;;X
PROV2254;シブヤン海;;;;;;;;;;X
PROV2255;レイテ湾;;;;;;;;;;X
PROV2256;マニラ湾;;;;;;;;;;X
PROV2257;リンガエン湾;;;;;;;;;;X
PROV2258;ラモン湾;;;;;;;;;;X
PROV2259;サンベルナルディーノ海峡;;;;;;;;;;X
PROV2260;オーラス湾;;;;;;;;;;X
PROV2261;ディビラカン湾;;;;;;;;;;X
PROV2262;バブヤン海峡;;;;;;;;;;X
PROV2263;神泉湾;;;;;;;;;;X
PROV2264;フィリピン海溝北部;;;;;;;;;;X
PROV2265;フィリピン海溝中部;;;;;;;;;;X
PROV2266;九州・パラオ海嶺南部;;;;;;;;;;X
PROV2267;パラオ海溝;;;;;;;;;;X
PROV2268;アガラス岬;;;;;;;;;;X
PROV2269;フォールス湾;;;;;;;;;;X
PROV2270;ウォルヴィス海嶺西部;;;;;;;;;;X
PROV2271;アンゴラ海盆中部;;;;;;;;;;X
PROV2272;ウォルヴィス海嶺東部;;;;;;;;;;X
PROV2273;マクドゥーガルズ湾;;;;;;;;;;X
PROV2274;ウォルヴィス湾;;;;;;;;;;X
PROV2275;フリア岬;;;;;;;;;;X
PROV2276;アンゴラ海岸;;;;;;;;;;X
PROV2277;コンゴコーン東部;;;;;;;;;;X
PROV2278;ロペス岬;;;;;;;;;;X
PROV2279;コリスコ湾;;;;;;;;;;X
PROV2280;ニジェールデルタ;;;;;;;;;;X
PROV2281;チャド湖;;;;;;;;;;X
PROV2282;ヴィクトリア湖;;;;;;;;;;X
PROV2283;タンガニーカ湖;;;;;;;;;;X
PROV2284;ニアサ湖;;;;;;;;;;X
PROV2285;ギニア湾東部;;;;;;;;;;X
PROV2286;コンゴコーン西部;;;;;;;;;;X
PROV2287;ギニア海盆東部;;;;;;;;;;X
PROV2288;ギニア湾中西部;;;;;;;;;;X
PROV2289;スレイブコースト;;;;;;;;;;X
PROV2290;ゴールドコースト;;;;;;;;;;X
PROV2291;アイヴォリーコースト;;;;;;;;;;X
PROV2292;ペッパーコースト;;;;;;;;;;X
PROV2293;レオニアン諸島;;;;;;;;;;X
PROV2294;ビジャゴス諸島;;;;;;;;;;X
PROV2295;ガンビア海盆;;;;;;;;;;X
PROV2296;ガンビア湾;;;;;;;;;;X
PROV2297;ブラン岬;;;;;;;;;;X
PROV2298;ヴェルデ岬アプローチ南部;;;;;;;;;;X
PROV2299;ヴェルデ岬アプローチ北部;;;;;;;;;;X
PROV2300;カナリーアプローチ;;;;;;;;;;X
PROV2301;シントラ湾;;;;;;;;;;X
PROV2302;ボハドル岬;;;;;;;;;;X
PROV2303;ドラア岬;;;;;;;;;;X
PROV2304;アゾレス海南部;;;;;;;;;;X
PROV2305;大西洋中央海嶺東部;;;;;;;;;;X
PROV2306;大西洋中央海嶺東部中央;;;;;;;;;;X
PROV2307;大西洋中央海嶺中南部北側;;;;;;;;;;X
PROV2308;大西洋中央海嶺中部南側;;;;;;;;;;X
PROV2309;大西洋中央海嶺中部北側;;;;;;;;;;X
PROV2310;サルガッソー海南東部;;;;;;;;;;X
PROV2311;サルガッソー海東部;;;;;;;;;;X
PROV2312;バミューダ島東部;;;;;;;;;;X
PROV2313;ギアナ海盆北部;;;;;;;;;;X
PROV2314;バミューダ島南部;;;;;;;;;;X
PROV2315;バミューダ島西部;;;;;;;;;;X
PROV2316;ブレイク海台;;;;;;;;;;X
PROV2317;ケープカナヴェラル;;;;;;;;;;X
PROV2318;フィア岬;;;;;;;;;;X
PROV2319;エリー湖;;;;;;;;;;X
PROV2320;オンタリオ湖;;;;;;;;;;X
PROV2321;ヒューロン湖;;;;;;;;;;X
PROV2322;ミシガン湖;;;;;;;;;;X
PROV2323;スペリオル湖;;;;;;;;;;X
PROV2324;ニピゴン湖;;;;;;;;;;X
PROV2325;マニトバ湖;;;;;;;;;;X
PROV2326;ウィニペグ湖;;;;;;;;;;X
PROV2327;ウィニペゴーシス湖;;;;;;;;;;X
PROV2328;グレートスレーヴ湖;;;;;;;;;;X
PROV2329;グレートベア湖;;;;;;;;;;X
PROV2330;チェスターフィールド湾;;;;;;;;;;X
PROV2331;フォックス海盆;;;;;;;;;;X
PROV2332;ジェームズ湾;;;;;;;;;;X
PROV2333;ハドソン海峡;;;;;;;;;;X
PROV2334;バフィン湾;;;;;;;;;;X
PROV2335;メルヴィル湾;;;;;;;;;;X
PROV2336;カンバーランド湾;;;;;;;;;;X
PROV2337;アンガヴァ湾;;;;;;;;;;X
PROV2338;グース湾;;;;;;;;;;X
PROV2339;ホワイト湾;;;;;;;;;;X
PROV2340;ボナヴィスタ湾;;;;;;;;;;X
